school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Supera
MS,M,17,U,LE3,A,Primaria_Superior,Ninguna,other,other,home,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,Si
MS,F,17,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,at_home,course,father,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,Si
MS,F,16,R,GT3,T,Primaria_Superior,Grado_9,other,other,home,father,Inf. 15m,De 5h a 10h,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,Si
MS,M,16,R,LE3,T,Primaria_Superior,Grado_9,other,at_home,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,Si
MS,F,17,R,GT3,T,Secundaria,Primaria_Superior,other,other,course,mother,De 15m a 30m,De 2h a 5h,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,Si
MS,M,17,R,GT3,T,Grado_9,Grado_9,other,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,Si
MS,M,18,R,GT3,T,Primaria_Superior,Ninguna,at_home,at_home,course,other,De 30m a 60m,Inf. a 2h,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,Si
MS,M,17,R,GT3,T,Primaria_Superior,Primaria_Superior,other,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,Si
MS,M,18,U,LE3,T,Primaria_Superior,Primaria_Superior,at_home,at_home,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,Si
MS,F,16,R,LE3,T,Grado_9,Grado_9,other,services,course,father,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,Si
MS,M,17,U,GT3,T,Grado_9,Grado_9,other,other,course,mother,Inf. 15m,Inf. a 2h,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,No
MS,M,16,R,GT3,T,Secundaria,Grado_9,services,other,course,father,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,Si
MS,M,16,R,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,No
MS,M,18,R,GT3,T,Primaria_Superior,Primaria_Superior,services,other,course,other,De 15m a 30m,Inf. a 2h,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,No
MS,M,18,R,GT3,T,Secundaria,Grado_9,services,other,course,mother,Inf. 15m,Inf. a 2h,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,No
MS,M,19,U,GT3,T,Secundaria,Grado_9,at_home,services,course,mother,De 15m a 30m,Inf. a 2h,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,No
MS,M,18,U,GT3,T,Secundaria,Secundaria,at_home,at_home,course,mother,Inf. 15m,De 2h a 5h,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,No
MS,M,16,R,GT3,T,Grado_9,Grado_9,services,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,No
MS,M,19,U,GT3,T,Grado_9,Primaria_Superior,at_home,other,course,other,De 15m a 30m,Inf. a 2h,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,No
MS,F,16,U,GT3,A,Secundaria,Grado_9,services,at_home,course,mother,De 15m a 30m,De 2h a 5h,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7,No
MS,F,17,U,GT3,T,Primaria_Superior,Primaria_Superior,other,at_home,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10,Si
MS,M,20,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,other,De 15m a 30m,Inf. a 2h,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10,Si
MS,F,18,R,GT3,A,Superior,Secundaria,services,services,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10,Si
MS,M,18,R,GT3,T,Secundaria,Grado_9,other,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11,Si
MS,M,19,R,GT3,T,Primaria_Superior,Primaria_Superior,other,services,home,other,De 30m a 60m,De 2h a 5h,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,Si
MS,M,17,U,GT3,T,Secundaria,Secundaria,health,other,course,mother,De 15m a 30m,De 2h a 5h,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10,Si
MS,M,18,U,LE3,T,Primaria_Superior,Secundaria,at_home,services,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,No
MS,M,19,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,other,De 30m a 60m,Inf. a 2h,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10,Si
MS,F,18,U,GT3,A,Primaria_Superior,Grado_9,at_home,other,course,mother,De 15m a 30m,De 2h a 5h,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8,No
MS,F,19,U,LE3,A,Primaria_Superior,Primaria_Superior,at_home,other,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,No
MS,F,18,R,GT3,T,Grado_9,Grado_9,other,other,other,mother,De 15m a 30m,Inf. a 2h,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,No
MS,F,17,R,GT3,T,Ninguna,Ninguna,at_home,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,Si
MS,F,17,R,LE3,A,Secundaria,Primaria_Superior,other,at_home,course,other,De 15m a 30m,De 5h a 10h,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8,7,8,No
MS,F,17,U,GT3,T,Superior,Grado_9,teacher,services,home,mother,Inf. 15m,De 2h a 5h,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,No
MS,F,18,R,LE3,T,Grado_9,Grado_9,services,services,course,mother,Inf. 15m,De 2h a 5h,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8,No
MS,F,17,U,GT3,T,Superior,Primaria_Superior,health,at_home,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9,No
MS,F,17,U,LE3,T,Primaria_Superior,Grado_9,at_home,other,course,father,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,Si
MS,F,18,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,mother,De 30m a 60m,De 2h a 5h,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7,No
MS,F,18,U,GT3,T,Grado_9,Grado_9,services,at_home,reputation,father,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14,Si
MS,F,17,U,GT3,T,Secundaria,Secundaria,services,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13,Si
MS,F,18,U,LE3,A,Primaria_Superior,Grado_9,at_home,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14,Si
MS,F,18,U,GT3,T,Superior,Superior,teacher,teacher,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18,Si
MS,M,18,U,LE3,T,Superior,Superior,services,other,reputation,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17,Si
MS,F,17,U,GT3,T,Superior,Grado_9,other,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18,Si
MS,F,18,R,GT3,T,Grado_9,Grado_9,at_home,other,course,mother,De 30m a 60m,De 2h a 5h,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0,No
MS,M,18,U,LE3,T,Primaria_Superior,Grado_9,at_home,services,home,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8,10,11,11,Si
MS,M,18,R,GT3,T,Superior,Superior,at_home,services,other,mother,De 30m a 60m,Inf. a 2h,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14,Si
MS,M,17,R,GT3,T,Primaria_Superior,Primaria_Superior,other,services,other,father,De 30m a 60m,Inf. a 2h,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,12,13,14,Si
MS,F,18,U,GT3,T,Grado_9,Grado_9,other,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10,Si
MS,F,18,U,LE3,T,Grado_9,Grado_9,services,services,course,father,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13,Si
MS,F,18,R,LE3,A,Superior,Grado_9,teacher,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,No
MS,F,18,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,services,course,mother,De 30m a 60m,De 2h a 5h,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,9,10,10,Si
MS,F,19,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,services,other,father,De 15m a 30m,Inf. a 2h,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,No
MS,F,17,U,GT3,T,Superior,Grado_9,teacher,other,course,father,De 15m a 30m,Sup. 10h.,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18,Si
MS,F,17,R,LE3,A,Grado_9,Primaria_Superior,services,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12,Si
MS,F,18,U,LE3,A,Primaria_Superior,Primaria_Superior,at_home,services,course,mother,Inf. 15m,De 2h a 5h,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11,Si
MS,F,18,U,GT3,T,Primaria_Superior,Grado_9,at_home,at_home,course,father,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12,Si
MS,F,19,R,GT3,A,Primaria_Superior,Primaria_Superior,at_home,at_home,course,other,De 15m a 30m,De 2h a 5h,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0,No
MS,F,18,R,GT3,T,Grado_9,Grado_9,services,other,home,mother,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15,Si
MS,M,17,R,GT3,T,Superior,Secundaria,services,other,home,mother,De 15m a 30m,De 2h a 5h,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,Si
MS,F,18,U,GT3,T,Secundaria,Secundaria,services,services,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,Si
MS,F,17,R,GT3,T,Superior,Superior,teacher,services,other,father,De 15m a 30m,De 2h a 5h,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,Si
MS,F,17,U,LE3,A,Secundaria,Grado_9,services,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,Si
MS,M,18,U,LE3,T,Primaria_Superior,Primaria_Superior,other,services,home,father,De 15m a 30m,Inf. a 2h,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14,Si
MS,F,18,U,LE3,T,Primaria_Superior,Primaria_Superior,at_home,services,course,father,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,Si
MS,F,18,R,LE3,A,Primaria_Superior,Grado_9,at_home,other,course,mother,De 30m a 60m,De 2h a 5h,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15,Si
MS,F,18,U,GT3,T,Secundaria,Secundaria,services,services,other,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13,Si
MS,F,17,U,LE3,T,Superior,Superior,at_home,at_home,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15,Si
MS,F,17,R,GT3,T,Primaria_Superior,Grado_9,other,services,course,father,De 15m a 30m,De 2h a 5h,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13,Si
MS,M,18,R,GT3,T,Primaria_Superior,Secundaria,at_home,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9,No
MS,M,18,U,LE3,T,Superior,Superior,teacher,services,other,mother,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16,Si
MS,F,17,R,GT3,T,Primaria_Superior,Primaria_Superior,other,services,reputation,mother,De 30m a 60m,Inf. a 2h,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,No
MS,F,18,U,GT3,T,Grado_9,Secundaria,at_home,services,course,father,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,Si
MS,F,18,R,GT3,T,Superior,Superior,other,teacher,other,father,De 30m a 60m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0,No
MS,M,18,R,LE3,T,Primaria_Superior,Grado_9,at_home,services,other,father,De 30m a 60m,Inf. a 2h,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10,Si
MS,F,17,U,GT3,T,Grado_9,Grado_9,other,at_home,home,mother,Inf. 15m,De 5h a 10h,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12,Si
MS,F,17,R,GT3,T,Primaria_Superior,Grado_9,other,other,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9,No
MS,F,18,R,LE3,T,Superior,Superior,other,other,reputation,mother,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,Si
MS,F,18,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,mother,Sup. 60m.,De 5h a 10h,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12,Si
MS,F,19,R,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,other,De 15m a 30m,De 2h a 5h,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4,7,8,9,No
MS,F,18,R,LE3,T,Superior,Superior,teacher,services,course,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,Si
MS,F,18,U,GT3,T,Secundaria,Secundaria,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16,Si
MS,F,17,R,GT3,T,Secundaria,Primaria_Superior,at_home,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9,No
MS,M,18,U,GT3,T,Superior,Superior,teacher,teacher,home,father,Inf. 15m,De 2h a 5h,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,Si
MS,M,18,R,GT3,T,Grado_9,Primaria_Superior,other,other,other,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,No
MS,M,17,U,GT3,T,Grado_9,Secundaria,other,services,home,father,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16,Si
MS,M,19,R,GT3,T,Primaria_Superior,Primaria_Superior,other,services,other,mother,De 15m a 30m,Inf. a 2h,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0,No
MS,M,18,R,GT3,T,Superior,Grado_9,other,other,home,father,De 15m a 30m,Inf. a 2h,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0,No
MS,F,18,R,GT3,T,Grado_9,Grado_9,at_home,other,other,mother,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,Si
MS,F,17,U,GT3,T,Superior,Secundaria,teacher,other,other,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11,Si
MS,F,18,R,GT3,T,Superior,Superior,teacher,at_home,reputation,mother,De 30m a 60m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10,Si
MS,F,19,R,GT3,T,Grado_9,Secundaria,services,other,course,mother,Inf. 15m,De 5h a 10h,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,Si
MS,F,18,U,LE3,T,Secundaria,Primaria_Superior,teacher,services,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16,Si
MS,F,18,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9,No
MS,M,17,U,LE3,T,Secundaria,Primaria_Superior,services,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10,Si
MS,M,18,R,LE3,T,Secundaria,Grado_9,services,other,course,mother,De 30m a 60m,Inf. a 2h,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11,Si
GP,F,18,U,GT3,A,Superior,Superior,at_home,teacher,course,mother,De 15m a 30m,De 2h a 5h,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,6,5,6,6,No
GP,F,17,U,GT3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,4,5,5,6,No
GP,F,15,U,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,other,mother,Inf. 15m,De 2h a 5h,3,yes,no,yes,no,yes,yes,yes,no,4,3,2,2,3,3,10,7,8,10,Si
GP,F,15,U,GT3,T,Superior,Grado_9,health,services,home,mother,Inf. 15m,De 5h a 10h,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,1,5,2,15,14,15,Si
GP,F,16,U,GT3,T,Secundaria,Secundaria,other,other,home,father,Inf. 15m,De 2h a 5h,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,2,5,4,6,10,10,Si
GP,M,16,U,LE3,T,Superior,Secundaria,services,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,10,15,15,15,Si
GP,M,16,U,LE3,T,Grado_9,Grado_9,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,12,12,11,Si
GP,F,17,U,GT3,A,Superior,Superior,other,teacher,home,mother,De 15m a 30m,De 2h a 5h,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,6,6,5,6,No
GP,M,15,U,LE3,A,Secundaria,Grado_9,services,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,0,16,18,19,Si
GP,M,15,U,GT3,T,Secundaria,Superior,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0,14,15,15,Si
GP,F,15,U,GT3,T,Superior,Superior,teacher,health,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,2,0,10,8,9,No
GP,F,15,U,GT3,T,Grado_9,Primaria_Superior,services,other,reputation,father,De 30m a 60m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,4,10,12,12,Si
GP,M,15,U,LE3,T,Superior,Superior,health,services,course,father,Inf. 15m,Inf. a 2h,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,2,14,14,14,Si
GP,M,15,U,GT3,T,Superior,Secundaria,teacher,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,1,2,3,2,10,10,11,Si
GP,M,15,U,GT3,A,Grado_9,Grado_9,other,other,home,other,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,16,16,Si
GP,F,16,U,GT3,T,Superior,Superior,health,other,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,4,14,14,14,Si
GP,F,16,U,GT3,T,Superior,Superior,services,services,reputation,mother,Inf. 15m,De 5h a 10h,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,6,13,14,14,Si
GP,F,16,U,GT3,T,Secundaria,Secundaria,other,other,reputation,mother,De 30m a 60m,De 2h a 5h,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4,8,10,10,Si
GP,M,17,U,GT3,T,Secundaria,Grado_9,services,services,course,mother,Inf. 15m,Inf. a 2h,3,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,5,16,6,5,5,No
GP,M,16,U,LE3,T,Superior,Secundaria,health,other,home,father,Inf. 15m,Inf. a 2h,0,no,no,yes,yes,yes,yes,yes,no,3,1,3,1,3,5,4,8,10,10,Si
GP,M,15,U,GT3,T,Superior,Secundaria,teacher,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,13,14,15,Si
GP,M,15,U,GT3,T,Superior,Superior,health,health,other,father,Inf. 15m,Inf. a 2h,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,12,15,15,Si
GP,M,16,U,LE3,T,Superior,Grado_9,teacher,other,course,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,2,15,15,16,Si
GP,M,16,U,LE3,T,Grado_9,Grado_9,other,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,0,13,13,12,Si
GP,F,15,R,GT3,T,Grado_9,Superior,services,health,course,mother,Inf. 15m,De 5h a 10h,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,9,8,No
GP,F,16,U,GT3,T,Grado_9,Grado_9,services,services,home,mother,Inf. 15m,Inf. a 2h,2,no,yes,yes,no,no,yes,yes,no,1,2,2,1,3,5,14,6,9,8,No
GP,M,15,U,GT3,T,Grado_9,Grado_9,other,other,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,5,2,12,12,11,Si
GP,M,15,U,GT3,T,Superior,Grado_9,health,services,other,mother,Inf. 15m,Inf. a 2h,0,no,no,yes,no,yes,yes,yes,no,2,2,4,2,4,1,4,15,16,15,Si
GP,M,16,U,LE3,A,Secundaria,Superior,services,other,home,mother,Inf. 15m,De 2h a 5h,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,11,11,11,Si
GP,M,16,U,GT3,T,Superior,Superior,teacher,teacher,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,16,10,12,11,Si
GP,M,15,U,GT3,T,Superior,Superior,health,services,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,9,11,12,Si
GP,M,15,U,GT3,T,Superior,Superior,services,services,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,17,16,17,Si
GP,M,15,R,GT3,T,Superior,Secundaria,teacher,at_home,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,17,16,16,Si
GP,M,15,U,LE3,T,Secundaria,Secundaria,other,other,course,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,8,10,12,Si
GP,M,16,U,GT3,T,Secundaria,Grado_9,other,other,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,yes,no,no,yes,yes,no,5,4,3,1,1,5,0,12,14,15,Si
GP,F,15,U,GT3,T,Grado_9,Secundaria,other,other,other,father,De 15m a 30m,Inf. a 2h,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,0,8,7,6,No
GP,M,15,U,LE3,T,Superior,Secundaria,teacher,services,home,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,2,15,16,18,Si
GP,M,16,R,GT3,A,Superior,Superior,other,teacher,reputation,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,7,15,16,15,Si
GP,F,15,R,GT3,T,Secundaria,Superior,services,health,course,mother,Inf. 15m,De 5h a 10h,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,12,12,11,Si
GP,F,15,R,GT3,T,Grado_9,Grado_9,at_home,other,reputation,mother,Inf. 15m,Inf. a 2h,0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,13,Si
GP,F,16,U,LE3,T,Grado_9,Grado_9,other,other,home,mother,De 15m a 30m,De 2h a 5h,1,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,25,7,10,11,Si
GP,M,15,U,LE3,T,Superior,Superior,teacher,other,home,other,Inf. 15m,Inf. a 2h,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,12,12,12,Si
